market_constraint,dayzer_constraint,pano_constraint
CODOVER 138 KV  COD-WNE1 | ACTUAL,CODOVER_138 KV_COD-WNE1:ACTUAL,WNEWPHIL 138KV - CODOVER 138KV (CODOVER 138 KV COD-WNE1) | BASE
LINCOLN369 KV   LIN-SMIL | L69.SHERMAN-VINELAND.0761,LINCOLN3_69 KV_LIN-SMIL:L69.Sherman-Vineland.0761,SMILLVIL 69KV - LINCOLN3 69KV (LINCOLN3 69 KV LIN-SMIL) | L69.Sherman-Vineland.0761
CASHCNDP230 KV 2135B | L500.DOOMS-CUNNINGHAM.534,CASHCNDP_230 KV_2135B:L500.Dooms-Cunningham.534,CASHCNDP 230KV - HOLLYMD 230KV (CASHCNDP 230 KV 2135B) | L500.Dooms-Cunningham.534
NPHILADE 230 KV NPHILADE-WANEETA 220-49 | L500.HOPECREEK-REDLION.5015,NPHILADE_230 KV_NPH-WAN:L500.HopeCreek-RedLion.5015,NPHILADE-WANEETA 220-49     B  230 KV | (NUKE) L500.HopeCreek-RedLion.5015
LAUREL 69 KV LAUREL-WOODSTOW 0740 | ACTUAL,LAUREL_69 KV_LAU-ROA:L69.Laurel-Woodstown.0740,
SHERMAN 69 KV SHERMAN-VINELAND | L230.CUMBERLAND-ORCHARD.2314,SHERMAN_69 KV_SHE-VIN:L230.Cumberland-Orchard.2314,VINELAND 69KV - SHERMAN 69KV (SHERMAN 69 KV SHE-VIN) | L230.Cumberland-Orchard.2314
CEDARSUB230 KV  CED-CEDF | ACTUAL,CEDARSUB_230 KV_CED-CEDF:ACTUAL,
BEAR CRK69 KV   XFMR | ACTUAL,BEAR CRK_69 KV_XFMR:ACTUAL,
DOEX530 345 KV  DOE-PIE2 | L765.MALISZEWSKI-MARYSVILLE,DOEX530_345 KV_DOE-PIE2:L765.Maliszewski-Marysville,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE2) | L765.Maliszewski-Marysville
GRANDPT 138 KV GRANDPOI-LETTERKE GRP-RX/R | 230/115.LEWISTOWN.T3,GRANDPT_138 KV_GRA-LET:230/115.Lewistown.T3,GRANDPT 138KV - LETTERKE 138KV (GRANDPT 138 KV GRA-LET) | 230/115.Lewistown.T3
KERRDAM 115 KV  1019A | ACTUAL,KERRDAM_115 KV_1019A:ACTUAL,KERRDAM 115KV - PALMERSP 115KV (KERRDAM 115 KV 1019A) | L115.Carolina-EatonsFerry-Kerrdam.22
HIGHRIDG-SANDYSPR 2334 A 230 KV | 500/230.WAUGHCHAPEL.500-1,HIGHRIDG_230 KV_HIG-SAN3:500/230.WaughChapel.500-1,SANDYSPG 230KV - HIGHRIDG 230KV (HIGHRIDG 230 KV HIG-SAN1) | 500/230.WaughChapel.500-1
BECO    230 KV  BEC-PARA | L230.GOOSECREEK-ASHBURN-BEAUMEADE.227,BECO_230 KV_BEC-PARA:L230.GooseCreek-Ashburn-Beaumeade.227,PARAGNPK 230KV - BECO 230KV (BECO 230 KV BEC-PARA) | L230.GooseCreek-Ashburn-Beaumeade.227
EVRGREEN230 KV  EVR-YARD | L230.GOOSECREEK-ASHBURN-BEAUMEADE.227,EVRGREEN_230 KV_EVR-YARD:L230.GooseCreek-Ashburn-Beaumeade.227,EVRGREEN 230KV - YARDRIDG 230KV (EVRGREEN 230 KV EVR-YARD) | L230.GooseCreek-Ashburn-Beaumeade.227
DUPSEAFD_69KVDUP-LAU_1_LN | 230/138.VIENNA.AT20,,DUPSEAFD 69KV - LAURELDP 69KV (DUPSEAFD 69 KV DUP-LAU) | 230/138.Vienna.AT20
ALABAMA 230 KV  1T | ACTUAL,ALABAMA_230 KV_1T:ACTUAL,ALABAMA 230KV - ALABAMA 13KV (ALABAMA 230 KV 1T) | BASE
14405_138KV144054_1_LN | ACTUAL,,
BED-BLA CONTINGENCY 71 | L500.CONEMAUGH-VINCO.5006,BED-BLA contingency 12 L500.Conemaugh-Juniata.5005,BED-BLA contingency 71 | L500.Conemaugh-Vinco.5006
COLLINSF 138 KV COLLINSF-OSAGE | ACTUAL,COLLINSF_138 KV_COL-OSA:ACTUAL,OSAGE 138KV - COLLINSF 138KV (COLLINSF 138 KV COL-OSA) | BASE
LAFAYETTECAT - LAFAYETTE 138 KV L/O WESTWOOD - WEST LAFAYETTE 138KV | WESTWOOD-08NW_TAP-WLAFYETT 138,LAFAYSOU_138 KV_LAF-SHA:Westwood-08NW_Tap-WLafyett 138,Bush-Lafayette 138 kV l/o Westwood-LafayetteCat 138 kV | Westwood-LafayetteCat 138 kV
85_SKOKI_138KV88093_1_LN | ACTUAL,88 SKOKI_138 KV_8805 1:ACTUAL,
STAFFORD 230 KV 2104B | L500.MIDLOTHIAN-NORTHANNA.576,STAFFORD_230 KV_2104B:L500.Midlothian-NorthAnna.576,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B) | L500.Midlothian-NorthAnna.576
FEAGANSM_138KVFEA-STO_1_LN | L500.LOUDOUN-MEADOWBROOK.5535,FEAGANSM_138 KV_FEA-STO:L500.Loudoun-Meadowbrook.5535,STONEWAL 138KV - FEAGANSM 138KV (FEAGANSM 138 KV FEA-STO) | L500.Loudoun-Meadowbrook.5535
FIFTHAVE138 KV  FIF-HES1 | ACTUAL,FIFTHAVE_138 KV_FIF-HES1:ACTUAL,
ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075 | L230.LEWISTOWN-JUNIATA,SHADEGAP_115 KV_SHA-THR:L230.Lewistown-Juniata,ROXBURY-SHADEGAP KR 1075    B  115 KV | Lewistown-Juniata 230 kV line
PLYMOUTH_230KVPLY-WHI3_1_LN | L230.WHITPAIN-PLYMOUTHMEETING.220-15,PLYMOUTH 230-WHITPAIN 230,WHITPAIN 230KV - PLYMOUTH 230KV (PLYMOUTH 230 KV PLY-WHI3) | L230.Whitpain-PlymouthMeeting.220-15
BOXWOOD 138 KV  BOX-REU1 | L500.BRUNSWICKSWITCHINGSTATIONHERITAGE-WAKE.570,BOXWOOD_138 KV_BOX-REU1:L500.BrunswickSwitchingStationHeritage-Wake.570,REUSENS 138KV - BOXWOOD 138KV (BOXWOOD 138 KV BOX-REU1) | L500.BrunswickSwitchingStationHeritage-Wake.570
KANAWHAR 138 KV KANAWHAR-KINCAIDA | L765.CULLODEN-WYOMING,HOPKINS_138 KV_HOPKINS:L765.Culloden-Wyoming,KANAWHAR 138KV - KINCAIDA 138KV (KANAWHAR 138 KV KAN-KIN1) | L765.Culloden-Wyoming
HOMERCIT 230 KV HOMERCIT-SHELOCTA KHC 2014 | 500/230.CONEMAUGH.TX3,SHELOCTA_230 KV_NO2:500/230.Conemaugh.TX3,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE) | 500/230.Conemaugh.TX3
GLENDON_115KVGLE-HOS_1_LN | 230/115.NORTHWOOD.6BANK,GLENDON_115 KV_GLE-HOS:230/115.Northwood.6Bank(sectionalize),HOSENSME 115KV - GLENDON 115KV (GLENDON 115 KV GLE-HOS) | 230/115.Northwood.6Bank
BERYL   138 KV  BER-CRS | ACTUAL,BERYL_138 KV_BER-CRS:ACTUAL,BERYL 138KV - CROSSSCH 138KV (BERYL 138 KV BER-CRS) | L500.BlackOak-Hatfield.542
HEATERS 138 KV HEATERS-SUTTON 52 | L500.CLOVERDALE-LEXINGTON.566,SUTTON_138 KV_SUT-SUT:L500.Cloverdale-Lexington.566,HEATERS 138KV - SUTTON 138KV (HEATERS 138 KV HEA-SUT) | L500.Cloverdale-Lexington.566
BULLRUN 230 KV  TX3 | ACTUAL,BULLRUN_230 KV_TX3:ACTUAL,BULLRUN 230KV - BULLRUN 115KV (BULLRUN 230 KV TX3) | BASE
TARBORO5115 KV  55B1 | ACTUAL,,
SHADEGAP115 KV SHA-THR | L230.ALTOONA-RAYSTOWN.2001,ALTOONA 230-RAYSTOWN,SHADEGAP115 KV  SHA-THR | L230.Altoona-BearRock
ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076 | L230.ELKO-SHAWVILLE,ROCKTONM_115 KV_ROC-SHA:L230.Elko-Shawville,ROCKTONM-SHAWVILL SD 1076   B  115 KV | SHAWVILLE-ELKO 230 LINE
BLOOMSBU69 KV   BLO-COL2 | L230.HARWOOD-SUSQUEHANNA.1,,BLOOMSBU69 KV   BLO-COL2 | L230.Harwood-Susquehanna.1
EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH | L500.CABOT-KEYSTONE.5002,EDGEWATE_138 KV_EDG-VAS:L500.Cabot-Keystone.5002,VASCOTAP 138KV - EDGEWATE 138KV (EDGEWATE 138 KV EDG-VAS) | L500.Cabot-Keystone.5002
EDINBUR4138 KV  TX4 | L500 CHICKAHOMINY-ELMONT.557A(SCTNLZ),EDINBUR4_138 KV_TX4:L500 Chickahominy-Elmont.557A(Sctnlz),EDINBUR4 115KV - EDINBUR4 138KV (EDINBUR4 138 KV TX4) | L500 Chickahominy-Elmont.557A(Sctnlz)
CENTECIN69 KV   CEN-RIC | JEFFERSON-ROCKPORT 765+ROCKPORT UNIT 1,CENTECIN_69 KV_CEN-RIC:Jefferson-Rockport 765+Rockport Unit 1,CENTECIN 69KV - RICHMOPK 69KV (CENTECIN 69 KV CEN-RIC) | Jefferson-Rockport 765+Rockport Unit 1
HUNTERST115 KV  HUN-OXF | L500.HUNTERSTOWN-CONASTONE.5013,HUNTERST_115 KV_HUN-OXF:L500.Hunterstown-Conastone.5013,HUNTERST115 KV  HUN-LIN | Hunterstown-Conastone (5013) AND CAP
BULLRUN 230 KV  295C | L230.BRAMBLETON-POLANDROAD.2183,BULLRUN_230 KV_295C:L230.Brambleton-PolandRoad.2183,ELKLCKDP 230KV - BULLRUN 230KV (BULLRUN 230 KV 295C) | L230.Brambleton-PolandRoad.2183
BELFAST 115 KV BELFAST-NORTHWOO 951 | L230.MARTINSCREEK-MORRISPARK-GILBERT.P-2016,NORTHWOO_115 KV_NOR-NOR4:L230.MartinsCreek-MorrisPark-Gilbert.P-2016,BELFAST 115 KV  BEL-NOR | L230.MartinsCreek-MorrisPark-Gilbert.P-2016
BRAMBLET500 KV  TX1 | 500/230.PLEASANTVIEW.T3,BRAMBLET_500 KV_TX1:500/230.PleasantView.T3,BRAMBLET 500KV - BRAMBLET 230KV (BRAMBLET 500 KV TX1) | 500/230.PleasantView.T3
MARDELA-VIENNA 6708-1 A 69 KV | L230.CARTANZA-MILFORD.23033,MARDELA_69 KV_MAR-VIE:L230.Cartanza-Milford.23033,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE) | L230.Cartanza-Milford.23033
MIAMIFOR138 KV MIA-HEB | 138/69.MIAMIFORT.T17,MIAMIFOR_138 KV_MIA-HEB:138/69.MiamiFort.T17,MIAMIFOR138 KV  MIA-CLI1 | MiamiFort.U7
OX4 500 KV OX4 TX2 XFORMER | L500.POSSUM POINT-OX.571,OX4_500 KV_TX2:L500.Possum Point-Ox.571,OX4 500KV - OX4 230KV (OX4 500 KV TX2) | L500.Possum Point-Ox.571
AQUASCO 230 KV AQUASCO -CHALKPT AQU-CHA1 | L500.BURCHESHILL-CHELTENHAM.5071,AQUASCO_230 KV_AQU-CHA1:L500.BurchesHill-Cheltenham.5071,CHALKPT 230KV - AQUASCO 230KV (AQUASCO 230 KV AQU-CHA1) | L500.BurchesHill-Cheltenham.5071
MARDELA_69KVMAR-VIE_1_LN | ACTUAL,MARDELA_69 KV_MAR-VIE:ACTUAL,
BLACKLIC138 KV  BLA-GAH1 | L345.BABBITT-KIRK,BLACKLIC_138 KV_BLA-GAH1:L345.Babbitt-Kirk,
ERIEW 115 KV ERIEW-FAIRVIEW EWFE 998 | L345.ERIEWEST-WAYNE.3004,ERIEW_115 KV_ERI-FAI:L345.ErieWest-Wayne.3004,ERIEW 115KV - FAIRVIEW 115KV (ERIEW 115 KV ERI-FAI) | L345.ErieWest-Wayne.3004
ETOWANDA_230KVETO-HIL_1_LN | L500.CONASTONE-PEACHBOTTOM.5012,ETOWANDA_230 KV_ETO-HIL:L500.Conastone-PeachBottom.5012,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL) | L500.Conastone-PeachBottom.5012
KENOVA  138 KV  KEN-SPO1 | 765/138.NORTHPROCTORVILLE.T2,KENOVA_138 KV_KEN-SPO1:765/138.NorthProctorville.T2,KENOVA 138KV - SPOINT 138KV (KENOVA 138 KV KEN-SPO1) | 765/138.NorthProctorville.T2
GERMANTO_115KVGER-STR_1_LN | L500.BRIGHTON-CONASTONE.5011,GERMANTO_115 KV_GER-STR:L500.Brighton-Conastone,STRABAN 115KV - GERMANTO 115KV (GERMANTO 115 KV GER-STR) | L500.Brighton-Conastone.5011
SKIMMER 115 KV SKIMMER 2 XFORMER | L765.CLOVERDALE-JOSHUAFALLS,SKIMMER_115 KV_2:L765.Cloverdale-JoshuaFalls,SKIMMER 115KV - SKIMMER 69KV (SKIMMER 115 KV 2) | L765.Cloverdale-JoshuaFalls
DICKERSH_230KVDIC-QUI4_1_LN | L500.DOUBS-GOOSECREEK.514,DICKERSH_230 KV_DIC-DIC4:L500.Doubs-GooseCreek.514,DICKERSH 230KV - QUINCEOR 230KV (DICKERSH 230 KV DIC-QUI4) | L500.Doubs-GooseCreek.514
SUTTON 138 KV SUT-SUT | L500.CLOVERDALE-LEXINGTON.566,SUTTON_138 KV_SUT-SUT:L500.Cloverdale-Lexington.566,SUTTONTP 138KV - SUTTON 138KV (SUTTON 138 KV SUT-SUT) | L500.Cloverdale-Lexington.566
MILLBROO138 KV  MIL-SIN1 | L345.OHIOCENTRAL-MUSKINGUMRIVER,MILLBROO_138 KV_MIL-SIN1:L345.OhioCentral-MuskingumRiver,MILLBROO 138KV - SINKINGS 138KV (MILLBROO 138 KV MIL-SIN1) | L345.OhioCentral-MuskingumRiver
LORETTO_138KVLOR-VIE_1_LN | ACTUAL,LORETTO_138 KV_LOR-VIE:ACTUAL,
SHELOCTA 230 KV SHELOCTA NO2 XFORMER | 500/230.CONEMAUGH.TX3,SHELOCTA_230 KV_NO2:500/230.Conemaugh.TX3,SHELOCTA 230KV - SHELOCTA 115KV (SHELOCTA 230 KV NO2) | 500/230.Conemaugh.TX3
FARMVILL230 KV  TX5 | L230.BREMO-FORKUNION.2193,FARMVILL_230 KV_TX5:L230.Bremo-ForkUnion.2193,FARMVILL 230KV - FARMVILL 115KV (FARMVILL 230 KV TX5) | L230.Bremo-ForkUnion.2193
GEORGEWA 138 KV GEORGEWA-KAMMER2 | 345/138.HOLLOWAY.TR1,KAMMER2_138 KV_TX4:345/138.Holloway.TR1,KAMMER2 138KV - GEORGEWA 138KV (GEORGEWA 138 KV GEO-KAM) | 345/138.Holloway.TR1
CENTRVIL_138KVCEN-LAK_1_LN | L765.CLOVERDALE-JOSHUAFALLS,CENTRVIL_138 KV_CEN-LAK:L765.Cloverdale-JoshuaFalls,LKFOREST 138KV - CENTRVIL 138KV (CENTRVIL 138 KV CEN-LAK) | L765.Cloverdale-JoshuaFalls
DELA PE 69 KV   DEL-SWA | L500.KEENEY-ROCKSPRINGS.5025,DELA PE_69 KV_DEL-SWA:L500.Keeney-RockSprings.5025,DELA PE 69KV - SWARK 69KV (DELA PE 69 KV DEL-SWA) | L500.Keeney-RockSprings.5025
BEATTY  138 KV  BEA-WIL1 | L765.MALISZEWSKI-MARYSVILLE,BEATTY_138 KV_BEA-WIL1:L765.Maliszewski-Marysville,BEATTY 138KV - WILSONCS 138KV (BEATTY 138 KV BEA-WIL1) | L765.Maliszewski-Marysville
BOXWOOD 138 KV  BOX-REU1 | ACTUAL,BOXWOOD_138 KV_BOX-REU1:ACTUAL,REUSENS 138KV - BOXWOOD 138KV (BOXWOOD 138 KV BOX-REU1) | L500.Cloverdale-Lexington.566
02LORAIN_138KV02L-FOW_1_LN | L345.AVONLAKE-JUNIPER,02LORAIN_138 KV_02L-FOW:L345.Avonlake-Juniper,02LORAIN 138KV - 02FOWLES 138KV (02LORAIN 138 KV 02L-FOW) | L345.Avonlake-Juniper
SAMSHEAD115 KV  126B | L230.EVERETTS-GREENVILLE.218 [CPL],SAMSHEAD_115 KV_126B:L230.Everetts-Greenville.218 [CPL],BATTLEBO115 KV  123Z | L230.Everetts-Greenville.218 [CPL]
LIMERICK 500 KV LIMERICK LIM 4A-P XFORMER | L500.LIMERICK-WHITPAIN.5031+500/230.WHITPAIN.500-2,LIMERICK_500 KV_LIM 4A-P:L500.Limerick-Whitpain.5031+500/230.Whitpain.500-2,LIMERICK 500KV - LIMERICK 1KV (LIMERICK 500 KV LIM 4A-P) | L500.Limerick-Whitpain.5031+500/230.Whitpain.500-2
MACNEW_T115 KV  MAC-WIL | L500.HOPATCONG-LACKAWANNA.5063,MACNEW_T_115 KV_MAC-WIL:L500.Hopatcong-Lackawanna.5063,MACNEW_T 115KV - WMPOTTER 115KV (MACNEW_T 115 KV MAC-WIL) | L500.Hopatcong-Lackawanna.5063
DICKERSH230 KV  DIC-DOU2 | 230/35.AQUEDUCT.T1,DICKERSH_230 KV_DIC-DOU2:230/35.Aqueduct.T1,DOUBS 230KV - DICKERSH 230KV (DICKERSH 230 KV DIC-DOU2) | 230/35.Aqueduct.T1
BEDINGTO 138 KV BEDINGTO-SHEPHERDS BMVI | L500.BEDINGTON-DOUBS,BEDINGTO_138 KV_BED-HAR:L500.Bedington-Doubs,BEDINGTO 138KV - SHEPERDS 138KV (BEDINGTO 138 KV BED-SHE) | L500.Bedington-Doubs
CARSON4 500 KV CARSON4 TX1H XFORMER | L500.CARSON-SEPTA.562,CARSON4_500 KV_TX1H:L500.Carson-Septa.562,CARSON4  TX2H     XFORMER   H  500 KV | L500.Carson-Septa.562
HENRIETA 138 KV HENRIETA-BEAVER BEA-HEN1 | L345.BEAVER-LAKEAVENUE.1,HENRIETA_138 KV_BEA-HEN1:L345.Beaver-LakeAvenue.1,BEAVER 138KV - HENRIETA 138KV (HENRIETA 138 KV BEA-HEN1) | L345.Beaver-LakeAvenue.1
RITCHIE 230 KV  RIT-WATE | ACTUAL,RITCHIE_230 KV_RIT-WATE:ACTUAL,RITCHIE 230KV - WATERFRO 230KV (RITCHIE 230 KV RIT-WATE) | BASE
ERIES_T2_345NO8TX_XF | L230.FOREST-GLADE,,
CLAYMONT_69KVCLA-NAA_1_LN | L500.KEENEY-ROCKSPRINGS.5025,CLAYMONT_230 KV_AT21:L500.Keeney-RockSprings.5025,NAAMANS 69KV - CLAYMONT 69KV (CLAYMONT 69 KV CLA-NAA) | L500.Keeney-RockSprings.5025
114 NORT 138 KV 114 NORT-110 DEVO 11416 1 | ACTUAL,114 NORT_138 KV_11416 1:ACTUAL,110 DEVO 138KV - 114 NORT 138KV (114 NORT 138 KV 11416 1) | BASE
FRACKVIL_69KVFRA-SHE2_1_LN | ACTUAL,FRACKVIL_69 KV_FRA-SHE2:ACTUAL,
REDEYE  138 KV  RED-SMIT | L765.CLOVERDALE-JOSHUAFALLS,REDEYE_138 KV_RED-SMIT:L765.Cloverdale-JoshuaFalls,SMITHMOU 138KV - REDEYE 138KV (REDEYE 138 KV RED-SMIT) | L765.Cloverdale-JoshuaFalls
FACEROCK_T2_1152_XF | ACTUAL,FACEROCK_115 KV_2:ACTUAL,
10THST_138KV10T-BUZ6_1_LN | ACTUAL,10THST_138 KV_10T-BUZ6:ACTUAL,
EDGEWATE 138 KV EDGEWATE-VASCOTAP SH-LH | 500/138.YUKON.TR7,EDGEWATE_138 KV_EDG-VAS:500/138.Yukon.TR7,VASCOTAP 138KV - EDGEWATE 138KV (EDGEWATE 138 KV EDG-VAS) | 500/138.Yukon.TR7
12 DRESDEN 38TR83 CT L 1 KV | L345.12 DRESDEN-900 ELWOOD.1222,,12 DRESD 1KV - 12 DRESD 138KV (12 DRESD 138 KV TR83CT-S) | L345.12 Dresden-900 Elwood.1222
MONR AE 230 KV MONR AE-NEWFREED R-2244 | 500/230.ORCHARD.T1,MONR AE_230 KV_MON-NEW:500/230.Orchard.T1,NEWFREED 230KV - MONR AE 230KV (MONR AE 230 KV MON-NEW) | 500/230.Orchard.T1
ETOWANDA-NMESHOPP ETL 1057 B 115 KV | L230.EASTTOWANDA-CANYON-NMESHOPPEN + 230/115.NM.T4,ETOWANDA 115-ETOWANDA 230,ETOWANDA 115KV - NMESHOPP 115KV (ETOWANDA 115 KV ETO-NME) | L230.EastTowanda-Canyon-NMeshoppen + 230/115.NM.T4
DUBOIS  115 KV  DUB-HAR | L230.FOREST-SQUABHOLLOW,DUBOIS_115 KV_DUB-HAR:L230.Forest-SquabHollow,DUBOIS 115KV - HARVEYRN 115KV (DUBOIS 115 KV DUB-HAR) | L230.Forest-SquabHollow
MORGANTO230 KV  T1 | ACTUAL,,
HOMERCIT345 KV  TR4_N | L345.ASHTABULA-ERIEWEST,HOMERCIT_345 KV_TR4_N:L345.Ashtabula-ErieWest,HOMERCIT345 KV  N.AUTO-P | L345.ErieWest-Ashtabula-Perry
BETHEL-RIVERTON RLU B 138 KV | L500.LOUDOUN-MEADOWBROOK.5535,BETHEL_138 KV_BET-RIVU:L500.Loudoun-Meadowbrook.5535,RIVERTON 138KV - BETHEL 138KV (BETHEL 138 KV BET-RIVU) | L500.Loudoun-Meadowbrook.5535
SHENANGO_138KVSHE-CRO2_1_LN | 345/138.HOYTDALE.T1,SHENANGO_138 KV_SHE-CRO2:345/138.Hoytdale.T1,SHENANGO 138KV - CROSSFE 138KV (SHENANGO 138 KV SHE-CRO2) | 345/138.Hoytdale.T1
VIENNA_VIE13813710_1_LN | L230.INDIANRIVER-MILFORD.23034,VIENNA_230 KV_AT20:L230.IndianRiver-Milford.23034,VIENNA_VIE13813710_1_LN | L230.IndianRiver-Milford.23034
BEDINGTO 138 KV BEDINGTO-HARMOJCT BEM | ACTUAL,BEDINGTO_138 KV_BED-HAR:ACTUAL,BEDINGTO 138KV - HARMOJCT 138KV (BEDINGTO 138 KV BED-HAR) | L500.Bedington-Doubs
127 MATT 138 KV 127 MATT-6604 6604 2 | L345.UNIVERSITYPARKNORTH-OLIVE.97008,127 MATT_138 KV_6604 2:L345.UniversityParkNorth-Olive.97008,6604 138KV - 127 MATT 138KV (127 MATT 138 KV 6604 2) | L345.UniversityParkNorth-Olive.97008
KELFORD 115 KV  126A | L230.EVERETTS-GREENVILLE.218 [CPL],KELFORD_115 KV_126A:L230.Everetts-Greenville.218 [CPL],KELFORD 115KV - EARLEYS 115KV (KELFORD 115 KV 126A) | L230.Everetts-Greenville.218 [CPL]
BURMA_T1_138T1_XF | L230.GLADE-WARREN.2088,BURMA_138 KV_T1:L230.Glade-Warren.2088,BURMA 138KV - BURMA 115KV (BURMA 138 KV T1) | L230.Glade-Warren.2088
ALABAMA 230 KV ALABAMA-PALMERS 23088 | ACTUAL,ALABAMA_230 KV_4T:ACTUAL,BUZZARD 230 KV  BUZ-RIT | Palmers Corner-Alabama Avenue (23088) 230 kV line
WAKRON  138 KV  WAK-BAB1 | L345.HANNA-JUNIPER,WAKRON_138 KV_WAK-BAB1:L345.Hanna-Juniper,BABB 138KV - WAKRON 138KV (WAKRON 138 KV WAK-BAB1) | L345.Hanna-Juniper
BEDINGTON - BLACK OAK REACTIVE TRANSFER INTERFACE | L500.LOUDOUN-MEADOWBROOK.5535,Black Oak - Bedington Interface,TRANSFER INTERFACE: WEST | L500.Bedington-Black Oak
PANTEGO 115 KV  PAN-TERR | L500.BRUNSWICKSWITCHINGSTATIONHERITAGE-WAKE.570,PANTEGO_115 KV_PAN-TERR:L500.BrunswickSwitchingStationHeritage-Wake.570,TERRA 115KV - PANTEGO 115KV (PANTEGO 115 KV PAN-TERR) | L500.BrunswickSwitchingStationHeritage-Wake.570
ASHTABUL138 KV  ASH-04S1 | L345.LEROYCENTER-PERRY,ASHTABUL_138 KV_ASH-04S1:L345.LeroyCenter-Perry,ASHTABUL 138KV - SANBORN 138KV (ASHTABUL 138 KV ASH-04S1) | L345.LeroyCenter-Perry
BETHEL-RIVERTON RLU B 138 KV | L138.MEADOWBROOK-STRASBURG + STRASBURG.CAP,,RIVERTON 138KV - BETHEL 138KV (BETHEL 138 KV BET-RIVU) | L138.Meadowbrook-Strasburg + Strasburg.Cap
BROADFO2138 KV  BRO-SAL1 | L138.BROADFORD-SMYTH-ATKINS,BROADFO2_138 KV_BRO-SAL1:L138.Broadford-Smyth-Atkins,BROADFO2138 KV  BRO-SAL2 | L138.Broadford-Smyth-Atkins
BARRCKRD_230KV233B1_1_LN | L500.ELMONT-CUNNINGHAM.553,BARRCKRD_230 KV_233B1:L500.Elmont-Cunningham.553,CROZET 230KV - BARRCKRD 230KV (CROZET 230 KV 233B) | L500.Elmont-Cunningham.553
NAGELAEP_138KVNAG-WKI1_1_LN | ACTUAL,NAGELAEP_138 KV_NAG-WKI1:ACTUAL,
EDINBUR4_138KVEDI-STR_1_LN | L500.MTSTORM-VALLEY.550,EDINBUR4_138 KV_EDI-STR:L500.Mt Storm-Valley.550,EDINBUR4 138KV - STRASBUR 138KV (EDINBUR4 138 KV EDI-STR) | L500.MtStorm-Valley.550
HILLSBOR138 KV  HIL-SIN1 | L138.BIGSANDY-INEZ,HILLSBOR_138 KV_HIL-SIN1:L138.BigSandy-Inez,SINKINGS 138KV - HILLSBOR 138KV (HILLSBOR 138 KV HIL-SIN1) | L138.BigSandy-Inez
TILTONS2 138 KV TILTONSVILLE-WINDSOR APS | L345.TIDD-COLLIER.301,TILTONS2_138 KV_TIL-WIN:L345.Tidd-Collier,TILTONS2 138KV - WIND APS 138KV (TILTONS2 138 KV TIL-WIN) | L345.Tidd-Collier.301
SMITHST_115KVSMI-ZIO_1_LN | L500.CONASTONE-PEACHBOTTOM.5012,SMITHST_115 KV_SMI-ZIO:L500.Conastone-PeachBottom.5012,ZIONSVIE 115KV - SMITHST 115KV (SMITHST 115 KV SMI-ZIO) | L500.Conastone-PeachBottom.5012
LINCOLN_115KVLIN-RILE_1_LN | ACTUAL,LINCOLN_115 KV_LIN-RILE:ACTUAL,
IDYLWOO4 230 KV IDYLWOO4-CLARK4 202A | L230.BRAMBLETON-BELMONT.201,IDYLWOO4_230 KV_202A:L230.Brambleton-PolandRoad.2183,IDYLWOO4 230KV - CLARK4 230KV (IDYLWOO4 230 KV 202A) | L230.Brambleton-Belmont.201
NEWCOMER138 KV  NEW-SCO | L765.KAMMER-BELMONT-MOUNTAINEER+765/500.BELMONT.T5,NEWCOMER_138 KV_NEW-SCO:L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,SCOSHOCT 138KV - NEWCOMER 138KV (NEWCOMER 138 KV NEW-SCO) | L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5
JUNIATA_T4_5002_XF | L500.CONASTONE-PEACHBOTTOM.5012,JUNIATA_500 KV_2:L500.Conastone-PeachBottom.5012,JUNIATA 230KV - JUNIATA 69KV (JUNIATA 230 KV 4) | L500.Conastone-PeachBottom.5012
GUARDIAN138 KV  GUA-TWI1 | ACTUAL,GUARDIAN_138 KV_GUA-TWI1:ACTUAL,
OTTERRIV_115KV31A_1_LN | L500.DOOMS-LEXINGTON.555,OTTERRIV_115 KV_31A:L500.Dooms-Lexington.555,OTTERRIV 115KV - ALTAVSTA 115KV (OTTERRIV 115 KV 31A) | L500.Dooms-Lexington.555
LINCOLN 115 KV  LIN-ORRT | L500.BRIGHTON-CONASTONE.5011,LINCOLN_115 KV_LIN-ORRT:L500.Brighton-Conastone.5011,ORRTANNA 115KV - LINCOLN 115KV (LINCOLN 115 KV LIN-ORRT) | L500.Brighton-Conastone.5011
COPPERST230 KV  COP-HUM | 230/69.SOUTHLEBANON.T1,COPPERST_230 KV_COP-HUM:230/69.SouthLebanon.T1,COPPERST 230KV - HUMMELST 230KV (COPPERST 230 KV COP-HUM) | 230/69.SouthLebanon.T1
